MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodelAge,TotalArea,TotalBathrooms,BedroomBathroomRatio,OverallFinishQuality,TotalOutdoorArea,LotSizePerRoom,GarageQuality,GarageToLotRatio,ExteriorQuality,BasementQuality
50,3,60.0,8400,1,2,3,0,0,4,0,18,2,2,0,0,6,5,1925,1950,1,1,8,8,3,0.0,3,3,2,3.0,3.0,3,4,423,5,0,758,1181,1,2,1,4,1390,304,0,1694,0,0,2,0,4,1,3,7,6,1,4.0,5,1925.0,2,2,576,3.0,3.0,2,342,0,128,0,0,0,0.0,4,4,0,6,2008,8,4,136500,83,58,3451,2,2.0,11,470,2100.0,6.0,0.06857142857142857,6,6.0
20,3,71.0,9230,1,2,3,3,0,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,3,3,1,3.0,3.0,2,2,661,5,0,203,864,1,4,1,4,1200,0,0,1200,1,0,1,1,1,1,4,6,6,0,0.0,5,1977.0,2,2,884,3.0,3.0,2,0,64,0,0,0,0,0.0,2,4,0,10,2006,8,4,146000,41,8,2948,3,0.3333333333333333,13,64,9230.0,6.0,0.09577464788732394,6,6.0
20,3,74.0,5868,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1956,2000,1,1,8,8,3,0.0,3,3,1,3.0,3.0,3,1,248,4,240,448,936,1,5,1,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,0.0,1,1956.0,0,1,308,3.0,3.0,2,0,0,80,0,160,0,0.0,4,4,0,5,2010,8,4,129000,54,10,2180,2,1.0,12,240,2934.0,6.0,0.05248807089297887,6,6.0
20,3,78.0,9317,1,2,0,3,0,4,0,5,2,2,0,2,6,5,2006,2006,1,1,12,13,3,0.0,4,3,2,4.0,3.0,3,2,24,5,0,1290,1314,1,4,1,4,1314,0,0,1314,0,0,2,0,3,1,4,6,6,1,4.0,1,2006.0,1,2,440,3.0,3.0,2,0,22,0,0,0,0,0.0,4,4,0,3,2007,8,4,176432,1,1,3068,2,1.5,11,22,3105.6666666666665,6.0,0.047225501770956316,7,7.0
70,4,60.0,6882,1,2,3,3,0,4,0,9,2,2,0,5,6,7,1914,2006,1,1,13,14,3,0.0,3,3,2,3.0,3.0,3,5,0,5,0,684,684,1,3,1,4,773,582,0,1355,0,0,1,1,3,1,4,7,6,0,0.0,6,0.0,3,0,0,0.0,0.0,2,136,0,115,0,0,0,0.0,4,4,0,3,2007,8,4,127000,93,1,2039,2,1.5,13,251,2294.0,0.0,0.0,6,6.0
120,3,0.0,3696,1,2,3,3,0,4,0,22,2,2,4,2,8,5,1986,1986,1,1,6,6,3,0.0,4,3,1,4.0,3.0,3,5,0,5,0,1074,1074,1,5,1,4,1088,0,0,1088,0,0,1,1,2,1,4,5,6,0,0.0,1,1987.0,1,2,461,3.0,3.0,2,0,74,137,0,0,0,0.0,4,4,0,10,2007,8,4,170000,21,21,2623,2,1.0,13,211,1848.0,6.0,0.12472943722943723,7,7.0
50,4,50.0,6000,1,2,3,3,0,4,0,3,2,2,0,0,4,6,1936,1950,1,1,8,8,3,0.0,3,3,0,3.0,3.0,3,1,672,5,0,0,672,1,3,1,4,757,567,0,1324,0,0,1,0,3,1,3,6,6,0,0.0,5,1936.0,2,1,240,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2009,8,4,128000,73,59,2236,1,3.0,10,0,2000.0,6.0,0.04,6,6.0
20,3,82.0,11880,1,2,0,3,0,4,0,14,6,2,0,2,7,5,1978,1978,1,1,9,10,1,206.0,3,3,1,4.0,3.0,3,0,704,5,0,567,1271,1,3,1,4,1601,0,0,1601,0,0,2,0,3,1,3,7,6,1,3.0,1,1978.0,1,2,478,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,4,2009,0,0,157000,31,31,3350,2,1.5,12,0,3960.0,6.0,0.040235690235690236,6,7.0
30,3,60.0,8400,1,2,3,0,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,13,14,3,0.0,3,3,1,3.0,2.0,3,4,290,5,0,0,290,1,3,0,1,438,0,0,438,0,0,1,0,1,1,2,3,6,0,0.0,5,1930.0,2,1,246,3.0,3.0,0,0,0,0,0,0,0,0.0,4,4,0,1,2009,8,4,60000,89,59,974,1,1.0,7,0,8400.0,6.0,0.029285714285714286,6,5.0
20,3,61.0,9758,1,2,0,3,0,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,3,0.0,3,3,1,3.0,3.0,3,1,412,3,287,251,950,1,3,1,4,950,0,0,950,0,0,1,0,3,1,3,5,6,0,0.0,5,1981.0,2,1,280,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2007,8,4,119500,36,36,2180,1,3.0,10,0,3252.6666666666665,6.0,0.028694404591104734,6,6.0
20,3,70.0,7000,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1960,2002,1,1,13,14,1,45.0,3,3,1,3.0,3.0,3,4,588,5,0,422,1010,1,5,1,4,1134,0,0,1134,0,0,1,0,2,1,3,6,6,0,0.0,1,1960.0,1,1,254,3.0,3.0,2,0,16,0,0,0,0,0.0,3,4,0,4,2007,8,3,135000,47,5,2398,1,2.0,12,16,3500.0,6.0,0.03628571428571428,6,6.0
20,3,79.0,8910,1,2,3,3,0,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,3,0.0,3,3,1,3.0,3.0,2,0,655,5,0,0,655,1,5,1,4,1194,0,0,1194,0,1,1,0,3,1,3,6,6,1,2.0,3,1954.0,0,2,539,3.0,3.0,2,0,0,192,0,0,0,0.0,4,4,0,7,2006,8,4,159500,47,47,2388,2,1.5,12,192,2970.0,6.0,0.06049382716049383,6,6.0
160,4,24.0,2016,1,2,3,3,0,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,3,3,1,3.0,3.0,3,5,0,5,0,630,630,1,3,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,6,0,0.0,5,1970.0,2,2,440,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,4,2007,8,4,106000,37,37,2372,3,1.0,10,0,672.0,6.0,0.21825396825396826,6,6.0
60,3,98.0,12256,1,2,0,3,0,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,4,3,2,5.0,3.0,0,2,1032,5,0,431,1463,1,5,1,4,1500,1122,0,2622,1,0,2,1,3,1,4,9,6,2,3.0,1,1994.0,1,2,712,3.0,3.0,2,186,32,0,0,0,0,0.0,4,4,0,4,2010,8,4,325000,16,15,4797,4,0.75,13,218,4085.3333333333335,6.0,0.058093994778067884,7,8.0
20,3,114.0,10357,1,2,0,3,0,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,3,0.0,4,3,2,4.0,3.0,2,2,738,5,0,172,910,1,4,1,4,1442,0,0,1442,1,0,2,0,3,1,4,6,6,1,3.0,1,1990.0,0,2,719,3.0,3.0,2,0,244,0,0,0,0,0.0,4,4,0,5,2007,8,4,179900,17,16,3071,3,1.0,12,244,3452.3333333333335,6.0,0.06942164719513373,7,7.0
60,3,168.0,23257,1,2,2,1,0,1,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,3,0.0,4,3,2,5.0,4.0,3,5,0,5,0,868,868,1,5,1,4,887,1134,0,2021,0,0,2,1,3,1,4,9,6,1,4.0,3,2006.0,1,2,422,3.0,3.0,2,0,100,0,0,0,0,0.0,4,4,0,9,2006,6,5,274725,0,0,3311,3,1.0,12,100,7752.333333333333,6.0,0.01814507460119534,7,9.0
60,3,0.0,8063,1,2,3,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,3,0.0,3,3,2,4.0,3.0,3,5,0,5,0,924,924,1,5,1,4,948,742,0,1690,0,0,2,1,3,1,3,7,6,1,3.0,1,2000.0,1,2,463,3.0,3.0,2,100,48,0,0,0,0,0.0,4,4,0,11,2007,8,0,181000,7,7,3077,3,1.0,11,148,2687.6666666666665,6.0,0.057422795485551285,6,7.0
20,3,107.0,11362,1,2,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,2,42.0,4,3,2,5.0,3.0,2,2,1039,5,0,797,1836,1,5,1,4,1836,0,0,1836,1,0,2,0,3,1,4,7,6,1,4.0,1,2004.0,0,3,862,3.0,3.0,2,125,185,0,0,0,0,0.0,4,4,0,3,2009,8,4,280000,5,4,4534,3,1.0,13,310,3787.3333333333335,6.0,0.07586692483717655,7,8.0
60,3,0.0,8000,1,2,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,3,0.0,3,3,2,4.0,3.0,3,2,219,5,0,554,773,1,4,1,4,773,885,0,1658,1,0,2,1,3,1,3,8,6,1,3.0,1,1995.0,0,2,431,3.0,3.0,2,224,84,0,0,0,0,0.0,4,4,0,6,2008,8,4,188000,13,12,2862,4,0.75,11,308,2666.6666666666665,6.0,0.053875,6,7.0
60,3,80.0,10480,1,2,3,3,0,4,0,14,2,2,0,5,7,6,1976,1976,3,1,9,10,1,660.0,3,3,1,3.0,3.0,3,0,403,5,0,400,803,1,3,1,4,1098,866,0,1964,0,0,2,1,4,1,3,8,6,1,4.0,1,1976.0,1,2,483,3.0,3.0,2,0,69,0,0,0,0,0.0,4,4,0,9,2008,8,4,205000,32,32,3250,3,1.3333333333333333,13,69,2620.0,6.0,0.046087786259541984,6,6.0
20,3,73.0,7100,1,2,0,3,0,0,0,12,2,2,0,2,5,7,1957,1957,1,1,14,15,3,0.0,3,3,1,3.0,3.0,3,2,708,5,0,108,816,1,3,1,0,816,0,0,816,1,0,1,0,2,1,3,5,6,0,0.0,5,1957.0,2,1,308,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2006,8,4,129900,49,49,1940,2,1.0,12,0,3550.0,6.0,0.04338028169014085,6,6.0
20,3,66.0,8923,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1953,2006,1,1,13,14,3,0.0,3,3,1,3.0,3.0,3,1,643,5,0,365,1008,1,4,1,4,1008,0,0,1008,1,0,1,0,2,1,4,6,6,0,0.0,1,1953.0,2,1,240,3.0,3.0,2,0,18,0,0,0,0,0.0,4,4,0,5,2007,8,4,134500,54,1,2256,2,1.0,12,18,4461.5,6.0,0.02689678359296201,6,6.0
20,3,90.0,5400,1,2,3,3,0,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,3,0.0,3,4,1,3.0,3.0,3,4,415,5,0,418,833,1,5,1,4,833,0,0,833,0,0,1,0,2,1,4,4,6,0,0.0,5,1955.0,2,1,326,3.0,3.0,2,0,0,0,0,0,0,0.0,2,4,0,8,2006,8,4,117000,52,6,1992,1,2.0,12,0,2700.0,6.0,0.06037037037037037,7,6.0
20,3,93.0,12085,1,2,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,2,328.0,4,3,2,5.0,3.0,3,2,1004,5,0,730,1734,1,5,1,4,1734,0,0,1734,1,0,2,0,3,1,5,7,6,1,4.0,1,2007.0,1,3,928,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,11,2007,6,5,318000,0,0,4396,3,1.0,13,0,4028.3333333333335,6.0,0.07678940835746793,7,8.0
80,3,0.0,7750,1,2,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,12,13,3,0.0,4,3,2,4.0,3.0,3,2,353,5,0,55,408,1,5,1,4,779,640,0,1419,1,0,2,1,3,1,4,7,6,1,3.0,3,2002.0,0,2,527,3.0,3.0,2,120,0,0,0,0,0,0.0,4,4,0,3,2009,8,4,184100,7,7,2354,4,0.75,13,120,2583.3333333333335,6.0,0.068,7,7.0
20,3,57.0,9764,1,2,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,3,0.0,3,3,1,3.0,3.0,3,1,702,5,0,192,894,1,5,1,4,894,0,0,894,1,0,1,0,3,1,4,5,6,0,0.0,1,1967.0,1,2,450,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,5,2008,8,4,130000,41,5,2238,2,1.5,12,0,3254.6666666666665,6.0,0.046087668988119626,6,6.0
80,3,85.0,13825,1,2,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,3,0.0,3,4,1,3.0,3.0,3,5,0,5,0,533,533,1,3,1,4,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,0.0,3,1958.0,1,1,300,3.0,3.0,2,280,34,0,0,0,0,0.0,4,4,0,12,2008,8,4,140000,50,21,2434,2,1.5,11,314,4608.333333333333,6.0,0.0216998191681736,7,6.0
20,3,70.0,7560,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,14,3,0.0,3,3,1,3.0,3.0,3,3,369,5,0,671,1040,1,3,1,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,0.0,1,1959.0,1,1,286,3.0,3.0,2,140,0,252,0,0,0,0.0,1,4,0,7,2006,8,4,133700,47,47,2366,1,3.0,10,392,2520.0,6.0,0.03783068783068783,6,6.0
30,4,59.0,8263,1,2,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,3,0.0,3,3,0,3.0,3.0,3,5,0,5,0,1012,1012,1,3,1,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,4.0,5,1920.0,2,1,308,3.0,3.0,2,0,22,112,0,0,0,0.0,2,4,0,5,2007,8,4,118400,87,57,2332,1,2.0,11,134,4131.5,6.0,0.03727459760377587,6,6.0
20,3,84.0,10084,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,196.0,4,3,2,4.0,3.0,0,2,24,5,0,1528,1552,1,5,1,4,1552,0,0,1552,0,0,2,0,3,1,4,7,6,0,0.0,1,2005.0,1,3,782,3.0,3.0,2,144,20,0,0,0,0,0.0,4,4,0,7,2006,6,5,212900,1,0,3886,2,1.5,12,164,3361.3333333333335,6.0,0.07754859182863943,7,7.0
20,3,0.0,8926,1,2,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,3,0.0,3,3,1,3.0,3.0,3,5,0,5,0,672,672,1,5,1,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,0.0,2,1956.0,2,1,288,3.0,3.0,2,64,0,0,0,160,0,0.0,2,4,0,10,2009,0,0,112000,53,53,1920,1,3.0,7,224,2975.3333333333335,6.0,0.032265292404212415,6,6.0
20,3,50.0,9405,1,2,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,1,12,13,3,0.0,3,5,1,3.0,3.0,3,5,0,5,0,698,698,1,5,1,4,698,0,0,698,0,1,1,0,2,1,3,4,6,0,0.0,6,0.0,3,0,0,0.0,0.0,2,0,200,0,0,0,0,0.0,4,4,0,6,2009,8,4,118000,62,1,1396,2,1.0,14,200,4702.5,0.0,0.0,8,6.0
80,3,0.0,9125,1,2,0,3,0,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,1,170.0,3,3,2,4.0,3.0,3,5,0,5,0,384,384,1,4,1,4,812,670,0,1482,0,0,2,1,3,1,4,7,6,1,3.0,1,1992.0,0,2,392,3.0,3.0,2,100,25,0,0,0,0,0.0,4,4,0,7,2007,8,4,163900,15,15,2258,3,1.0,12,125,3041.6666666666665,6.0,0.04295890410958904,6,7.0
20,3,60.0,10434,1,2,3,3,0,4,0,12,2,2,0,2,4,5,1955,1955,1,1,9,10,3,0.0,3,3,1,3.0,3.0,3,5,0,5,0,1005,1005,1,3,1,4,1005,0,0,1005,0,0,1,0,2,1,2,5,6,1,3.0,5,1977.0,2,2,672,2.0,2.0,2,0,0,0,0,0,0,0.0,4,4,0,11,2009,8,4,115000,54,54,2682,1,2.0,9,0,5217.0,4.0,0.06440483036227718,6,6.0
120,3,53.0,3684,1,2,3,3,0,4,0,0,2,2,4,2,7,5,2007,2007,3,1,12,13,1,130.0,4,3,2,4.0,3.0,3,5,0,5,0,1373,1373,1,5,1,4,1555,0,0,1555,0,0,2,0,2,1,4,7,6,1,3.0,1,2007.0,0,3,660,3.0,3.0,2,143,20,0,0,0,0,0.0,4,4,0,6,2009,8,4,174000,2,2,3588,2,1.0,12,163,1842.0,6.0,0.1791530944625407,7,7.0
20,3,182.0,14572,1,2,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,1,12,13,3,0.0,4,3,2,4.0,3.0,0,2,1300,5,0,230,1530,1,5,1,4,1530,0,0,1530,1,0,2,0,3,1,4,7,6,1,4.0,1,2004.0,0,3,630,3.0,3.0,2,144,36,0,0,0,0,0.0,4,4,0,11,2007,8,3,259000,3,3,3690,3,1.0,12,180,4857.333333333333,6.0,0.04323359868240461,7,7.0
60,3,59.0,11796,1,2,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,3,0.0,4,3,2,4.0,3.0,0,5,0,5,0,847,847,1,5,1,4,847,1112,0,1959,0,0,2,1,4,1,4,8,6,1,4.0,3,2004.0,0,2,434,3.0,3.0,2,100,48,0,0,0,0,0.0,4,4,0,7,2007,8,4,215000,3,2,3240,3,1.3333333333333333,12,148,2949.0,6.0,0.036792132926415734,7,7.0
90,4,60.0,7200,1,0,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,3,3,1,4.0,3.0,1,2,936,5,0,0,936,1,3,1,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,0.0,5,1980.0,2,2,672,3.0,3.0,2,49,0,0,0,0,0,0.0,4,4,0,8,2007,8,4,140000,27,27,2544,2,1.0,10,49,3600.0,6.0,0.09333333333333334,6,7.0
50,3,65.0,7804,1,2,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,3,0.0,3,3,0,3.0,3.0,3,1,622,5,0,500,1122,1,3,1,4,1328,653,0,1981,1,0,2,0,4,1,4,7,3,2,3.0,5,1981.0,2,2,576,3.0,3.0,2,431,44,0,0,0,0,0.0,2,4,0,12,2009,8,4,135000,81,59,3679,3,1.3333333333333333,7,475,1951.0,6.0,0.07380830343413634,6,6.0
20,3,63.0,10712,1,2,3,3,0,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,3,0.0,3,3,2,4.0,3.0,2,1,212,5,0,762,974,1,3,1,4,974,0,0,974,0,0,1,0,3,1,3,5,6,0,0.0,6,0.0,3,0,0,0.0,0.0,2,0,28,0,0,0,0,0.0,2,4,0,9,2007,7,0,93500,16,15,1948,1,3.0,10,28,3570.6666666666665,0.0,0.0,6,7.0
70,4,90.0,9900,1,2,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,3,0.0,3,3,0,3.0,3.0,2,5,0,5,0,1008,1008,2,3,1,4,1178,1032,0,2210,0,0,2,0,5,1,2,8,6,0,0.0,5,1930.0,2,1,205,2.0,3.0,0,0,48,0,0,0,0,0.0,4,4,0,5,2007,8,4,117500,127,57,3423,2,2.5,10,48,1980.0,5.0,0.02070707070707071,6,6.0
60,3,80.0,9828,1,2,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,3,0.0,4,3,2,4.0,3.0,3,2,584,5,0,544,1128,1,5,1,4,1142,878,0,2020,0,0,2,1,3,1,4,8,6,1,3.0,1,1995.0,1,2,466,3.0,3.0,2,0,155,0,0,0,0,0.0,4,4,0,6,2009,8,4,239500,14,14,3614,3,1.0,13,155,3276.0,6.0,0.04741554741554742,7,7.0
60,3,57.0,8773,1,2,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,3,0.0,3,3,2,4.0,3.0,0,5,0,5,0,916,916,1,4,1,4,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,3.0,1,1997.0,0,2,460,3.0,3.0,2,100,38,0,0,0,0,0.0,4,4,0,8,2007,8,4,169000,10,10,2976,3,1.0,11,138,2924.3333333333335,6.0,0.05243360310042175,6,7.0
30,4,60.0,6180,1,2,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,3,0.0,3,3,0,3.0,3.0,3,5,0,5,0,960,960,1,3,0,4,986,0,0,986,0,0,1,0,2,1,3,5,6,1,4.0,5,1926.0,2,1,180,3.0,3.0,2,0,128,0,0,0,0,0.0,4,4,0,5,2007,8,4,102000,81,57,2126,1,2.0,11,128,3090.0,6.0,0.02912621359223301,6,6.0
50,3,80.0,9600,1,2,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,3,0.0,3,3,1,3.0,3.0,3,1,280,5,0,752,1032,1,3,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,0.0,1,1950.0,2,1,288,3.0,3.0,2,0,0,96,0,0,0,0.0,4,4,0,4,2008,8,0,119000,58,58,2572,1,3.0,11,96,3200.0,6.0,0.03,6,6.0
50,3,54.0,6342,1,2,3,3,0,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,3,0.0,3,4,1,3.0,3.0,3,5,0,5,0,780,780,1,4,0,4,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,0.0,6,0.0,3,0,0,0.0,0.0,0,0,0,176,0,0,0,0.0,4,4,0,5,2010,8,4,94000,135,14,1800,1,2.0,13,176,3171.0,0.0,0.0,7,6.0
20,3,0.0,9819,1,2,0,3,0,4,1,11,2,2,0,2,6,5,1977,1977,1,1,9,7,3,0.0,3,3,2,3.0,3.0,1,0,1567,5,0,0,1567,1,3,1,4,1567,0,0,1567,1,0,2,0,2,1,4,5,6,2,3.0,1,1977.0,1,2,714,3.0,3.0,2,264,32,0,0,0,0,0.0,4,4,0,5,2009,8,4,196000,32,32,3848,3,0.6666666666666666,11,296,4909.5,6.0,0.07271616254201038,6,6.0
30,3,98.0,8731,1,2,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,3,0.0,3,2,0,3.0,3.0,3,1,645,5,0,270,915,1,3,1,4,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,4.0,5,1972.0,2,2,495,3.0,3.0,2,0,0,216,0,126,0,0.0,4,4,0,5,2007,8,4,144000,87,57,2577,1,3.0,10,342,2910.3333333333335,6.0,0.05669453670828084,5,6.0
20,3,60.0,7350,1,2,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,3,0.0,3,3,1,3.0,3.0,2,0,852,5,0,100,952,1,3,1,4,952,0,0,952,1,0,1,0,2,1,3,4,6,0,0.0,5,1988.0,2,2,840,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,6,2008,0,0,139000,57,57,2744,2,1.0,12,0,3675.0,6.0,0.11428571428571428,6,6.0
60,3,0.0,10304,1,2,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,1,44.0,3,4,1,3.0,3.0,3,0,381,5,0,399,780,1,5,1,4,1088,780,0,1868,1,0,2,1,4,1,4,9,6,1,3.0,1,1976.0,2,2,484,3.0,3.0,2,448,96,0,0,0,0,0.0,4,4,0,10,2009,8,4,197500,33,33,3132,4,1.0,12,544,2576.0,6.0,0.04697204968944099,7,6.0
60,3,77.0,9965,1,2,3,3,0,4,0,5,2,2,0,5,8,5,2006,2007,3,1,12,13,2,340.0,4,3,2,5.0,3.0,1,2,1150,5,0,316,1466,1,5,1,4,1466,1362,0,2828,1,0,3,0,4,1,4,11,6,1,3.0,3,2006.0,1,3,1052,3.0,3.0,2,125,144,0,0,0,0,0.0,4,4,0,4,2007,6,5,424870,1,0,5346,4,1.0,13,269,2491.25,6.0,0.10556949322629203,7,8.0
20,3,0.0,9000,1,2,3,3,0,4,0,19,2,2,0,2,5,3,1959,1959,1,1,13,10,3,0.0,3,3,1,3.0,3.0,3,2,288,5,0,718,1006,1,3,1,4,1006,0,0,1006,0,0,1,0,3,1,3,5,6,0,0.0,6,0.0,3,0,0,0.0,0.0,2,0,24,0,0,0,0,0.0,4,4,0,7,2008,8,4,80000,49,49,2012,1,3.0,8,24,3000.0,0.0,0.0,6,6.0
190,3,60.0,12180,1,2,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,3,0.0,3,2,0,4.0,3.0,3,1,348,5,0,324,672,3,2,0,0,672,252,0,924,1,0,1,0,2,1,2,5,6,0,0.0,5,1941.0,2,1,280,3.0,3.0,2,0,0,0,0,0,0,0.0,2,4,0,7,2010,8,4,80000,69,60,1876,2,1.0,8,0,6090.0,6.0,0.022988505747126436,5,7.0
50,4,52.0,6240,1,2,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,3,0.0,3,3,0,3.0,3.0,3,5,0,5,0,1042,1042,1,5,1,4,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,4.0,5,1928.0,2,1,225,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,8,2006,8,3,149000,78,56,2843,1,3.0,11,0,2080.0,6.0,0.036057692307692304,6,6.0
20,3,0.0,11200,1,2,3,3,0,4,0,20,2,2,0,2,6,5,1985,1985,1,1,13,15,1,85.0,4,3,1,4.0,3.0,3,2,1258,5,0,40,1298,1,3,1,4,1298,0,0,1298,1,0,2,0,3,1,4,5,6,1,3.0,1,1985.0,2,2,403,3.0,3.0,2,165,26,0,0,0,0,0.0,4,4,0,5,2006,8,4,180000,21,21,2999,3,1.0,11,191,3733.3333333333335,6.0,0.03598214285714286,7,7.0
70,3,75.0,12000,1,2,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,3,0.0,3,3,1,3.0,3.0,3,4,275,5,0,429,704,1,5,1,4,860,704,0,1564,0,0,1,1,3,1,2,7,6,1,4.0,1,1941.0,2,1,234,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2009,8,4,174500,68,59,2502,2,1.5,14,0,4000.0,6.0,0.0195,6,6.0
50,4,0.0,5700,1,2,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,3,0.0,3,3,2,3.0,3.0,3,5,0,5,0,572,572,1,3,1,4,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,4.0,5,1982.0,2,1,288,3.0,3.0,2,0,0,176,0,0,0,0.0,4,4,0,8,2008,8,4,116900,82,58,1971,1,2.0,14,176,2850.0,6.0,0.05052631578947368,6,6.0
70,4,50.0,9000,1,2,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,3,0.0,3,4,2,3.0,3.0,3,0,624,5,0,26,650,1,5,1,4,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,0.0,5,1930.0,2,2,324,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,7,2009,8,4,143000,89,21,2456,2,1.5,16,0,3000.0,6.0,0.036,7,6.0
